DATABASE;NAME;EQUATION;CODE;MAIN EQUATION;ENZYME;PATHWAY;KEGG MAPS;REVERSIBILITY;DELTAG;DELTAGERR;KEGGID;ARGONNEID;MODELID;MODELS
rxn13272;fatty-acid--CoA ligase (n-C24:0), peroxisomal;cpd00002 + cpd00010 + cpd05235 <=> cpd00012 + cpd00018 + cpd16894;cpd00002 + cpd00010 + cpd05235 <=> cpd00012 + cpd00018 + cpd16894;;;Fatty Acid  Biosynthesis;;;;;;rxn13272;FACOAL240p;iMM904:FACOAL240p
rxn13273;fatty acid oxidation;(6) cpd00001 + (6) cpd00003 + cpd00005 + (6) cpd00007 + (6) cpd00010 + cpd16893 <=> (6) cpd00004 + cpd00006 + (7) cpd00022 + (6) cpd00025 + (5) cpd00067;(6) cpd00001 + (6) cpd00003 + cpd00005 + (6) cpd00007 + (6) cpd00010 + cpd16893 <=> (6) cpd00004 + cpd00006 + (7) cpd00022 + (6) cpd00025;;;Fatty Acid Degradation;;;;;;rxn13273;FAO141p_even;iMM904:FAO141p_even
rxn13274;Fatty acid oxidation;(6) cpd00001 + (6) cpd00003 + (5) cpd00007 + (6) cpd00010 + cpd16893 <=> (6) cpd00004 + (7) cpd00022 + (5) cpd00025 + (6) cpd00067;(6) cpd00001 + (6) cpd00003 + (5) cpd00007 + (6) cpd00010 + cpd16893 <=> (6) cpd00004 + (7) cpd00022 + (5) cpd00025;;;Fatty Acid Degradation;;;;;;rxn13274;FAO141p_odd;iMM904:FAO141p_odd
rxn13275;Fatty acid oxidation;(8) cpd00001 + (8) cpd00003 + (2) cpd00005 + (8) cpd00007 + (8) cpd00010 + cpd16890 <=> (8) cpd00004 + (2) cpd00006 + (9) cpd00022 + (8) cpd00025 + (6) cpd00067;(8) cpd00001 + (8) cpd00003 + (2) cpd00005 + (8) cpd00007 + (8) cpd00010 + cpd16890 <=> (8) cpd00004 + (2) cpd00006 + (9) cpd00022 + (8) cpd00025;;;Fatty Acid Degradation;;;;;;rxn13275;FAO182p_even/even;iMM904:FAO182p_even/even
rxn13276;Fatty acid oxidation;(8) cpd00001 + (8) cpd00003 + cpd00005 + (7) cpd00007 + (8) cpd00010 + cpd16890 <=> (8) cpd00004 + cpd00006 + (9) cpd00022 + (7) cpd00025 + (7) cpd00067;(8) cpd00001 + (8) cpd00003 + cpd00005 + (7) cpd00007 + (8) cpd00010 + cpd16890 <=> (8) cpd00004 + cpd00006 + (9) cpd00022 + (7) cpd00025;;;Fatty Acid Degradation;;;;;;rxn13276;FAO182p_even/odd;iMM904:FAO182p_even/odd
rxn13277;Fatty acid oxidation;(8) cpd00001 + (8) cpd00003 + (6) cpd00007 + (8) cpd00010 + cpd16890 <=> (8) cpd00004 + (9) cpd00022 + (6) cpd00025 + (8) cpd00067;(8) cpd00001 + (8) cpd00003 + (6) cpd00007 + (8) cpd00010 + cpd16890 <=> (8) cpd00004 + (9) cpd00022 + (6) cpd00025;;;Fatty Acid Degradation;;;;;;rxn13277;FAO182p_odd/odd;iMM904:FAO182p_odd/odd
rxn13278;fatty acid oxidation (tetradecansoyl-CoA), peroxisomal;(3) cpd00001 + (3) cpd00003 + (3) cpd00007 + (3) cpd00010 + cpd16894 <=> (3) cpd00004 + (3) cpd00022 + (3) cpd00025 + (3) cpd00067 + cpd00327;(3) cpd00001 + (3) cpd00003 + (3) cpd00007 + (3) cpd00010 + cpd16894 <=> (3) cpd00004 + (3) cpd00022 + (3) cpd00025 + cpd00327;;;Fatty Acid Degradation;;;;;;rxn13278;FAO240p;iMM904:FAO240p
rxn13279;fatty-acyl-ACP synthase (n-C10:0ACP), mitochondrial;(2) cpd00005 + (3) cpd00067 + cpd11492 + cpd16720 <=> cpd00001 + (2) cpd00006 + cpd00011 + cpd11493 + cpd16715;(2) cpd00005 + cpd11492 + cpd16720 <=> cpd00001 + (2) cpd00006 + cpd00011 + cpd11493 + cpd16715;;;Fatty Acid  Biosynthesis;;;;;;rxn13279;FAS100ACPm;iMM904:FAS100ACPm
rxn13280;fatty-acyl-ACP synthase (n-C12:0ACP), mitochondrial;(2) cpd00005 + (3) cpd00067 + cpd11492 + cpd16715 <=> cpd00001 + (2) cpd00006 + cpd00011 + cpd11468 + cpd11493;(2) cpd00005 + cpd11492 + cpd16715 <=> cpd00001 + (2) cpd00006 + cpd00011 + cpd11468 + cpd11493;;;Fatty Acid  Biosynthesis;;;;;;rxn13280;FAS120ACPm;iMM904:FAS120ACPm
rxn13281;fatty acid synthase (n-C14:1);(3) cpd00005 + cpd00007 + (4) cpd00067 + cpd00070 + cpd01741 <=> (3) cpd00001 + (3) cpd00006 + cpd00010 + cpd00011 + cpd16895;(3) cpd00005 + cpd00007 + cpd00070 + cpd01741 <=> (3) cpd00001 + (3) cpd00006 + cpd00010 + cpd00011 + cpd16895;;;Fatty Acid  Biosynthesis;;;;;;rxn13281;FAS141;iMM904:FAS141
rxn13282;fatty-acyl-ACP synthase (n-C14:1ACP), mitochondrial;(3) cpd00005 + cpd00007 + (4) cpd00067 + cpd11468 + cpd11492 <=> (3) cpd00001 + (3) cpd00006 + cpd00011 + cpd11493 + cpd16735;(3) cpd00005 + cpd00007 + cpd11468 + cpd11492 <=> (3) cpd00001 + (3) cpd00006 + cpd00011 + cpd11493 + cpd16735;;;Fatty Acid  Biosynthesis;;;;;;rxn13282;FAS141ACPm;iMM904:FAS141ACPm
rxn13283;fatty-acyl-ACP synthase (n-C16:1ACP), mitochondrial;(3) cpd00005 + cpd00007 + (4) cpd00067 + cpd11466 + cpd11492 <=> (3) cpd00001 + (3) cpd00006 + cpd00011 + cpd11493 + cpd16716;(3) cpd00005 + cpd00007 + cpd11466 + cpd11492 <=> (3) cpd00001 + (3) cpd00006 + cpd00011 + cpd11493 + cpd16716;;;Fatty Acid  Biosynthesis;;;;;;rxn13283;FAS161ACPm;iMM904:FAS161ACPm
rxn13284;fatty-acyl-ACP synthase (n-C18:2ACP), mitochondrial;(4) cpd00005 + (2) cpd00007 + (5) cpd00067 + cpd11492 + cpd15277 <=> (5) cpd00001 + (4) cpd00006 + cpd00011 + cpd11493 + cpd16889;(4) cpd00005 + (2) cpd00007 + cpd11492 + cpd15277 <=> (5) cpd00001 + (4) cpd00006 + cpd00011 + cpd11493 + cpd16889;;;Fatty Acid  Biosynthesis;;;;;;rxn13284;FAS182ACPm;iMM904:FAS182ACPm
rxn13285;fatty acyl-ACP synthase (n-C8:0ACP), mitochondrial, lumped reaction;(6) cpd00005 + (9) cpd00067 + (3) cpd11492 + cpd11494 <=> (3) cpd00001 + (6) cpd00006 + (3) cpd00011 + (3) cpd11493 + cpd16720;(6) cpd00005 + (3) cpd11492 + cpd11494 <=> (3) cpd00001 + (6) cpd00006 + (3) cpd00011 + (3) cpd11493 + cpd16720;;;Fatty Acid  Biosynthesis;;;;;;rxn13285;FAS80ACPm_L;iMM904:FAS80ACPm_L
rxn13286;iron (II) uptake (mitochondrial);cpd10515 <=> cpd10515[m];cpd10515 <=> cpd10515[m];;;Transport, Mitochondrial;;;;;;rxn13286;FEtm|FE2utm;iMM904:FEtm|iMM904:FE2utm
rxn13287;Acyl-CoA:fecosterol acyltransferase, yeast-specific;(0.02) cpd00134 + (0.03) cpd00327 + (0.015) cpd01695 + (0.01) cpd02755 + (0.655) cpd15238 + (0.01) cpd15241 + (0.27) cpd15274 <=> cpd00010 + (0.01) cpd16883;(0.02) cpd00134 + (0.03) cpd00327 + (0.015) cpd01695 + (0.01) cpd02755 + (0.655) cpd15238 + (0.01) cpd15241 + (0.27) cpd15274 <=> cpd00010 + (0.01) cpd16883;;;Sterol Metabolism;;;;;;rxn13287;FECOSTAT_SC;iMM904:FECOSTAT_SC
rxn13288;fecosterol ester hydrolase, yeast-specific;cpd00001 + (0.01) cpd16883 <=> cpd00067 + (0.02) cpd00214 + (0.01) cpd02755 + (0.015) cpd03847 + (0.03) cpd11419 + (0.655) cpd15237 + (0.01) cpd15240 + (0.27) cpd15269;cpd00001 + (0.01) cpd16883 <=> (0.02) cpd00214 + (0.01) cpd02755 + (0.015) cpd03847 + (0.03) cpd11419 + (0.655) cpd15237 + (0.01) cpd15240 + (0.27) cpd15269;;;Sterol Metabolism;;;;;;rxn13288|rxn13289;FECOSTESTH_SCe|FECOSTESTH_SC;iMM904:FECOSTESTH_SCe|iMM904:FECOSTESTH_SC
rxn13290;farnesyl diphosphate transport (mitochondrial);cpd00350 <=> cpd00350[m];cpd00350 <=> cpd00350[m];;;Transport, Mitochondrial;;;;;;rxn13290;FRDPtm;iMM904:FRDPtm
rxn13291;glycero-3-phosphocholine transport (extracellular to cytosol);cpd00507[e] <=> cpd00507;cpd00507[e] <=> cpd00507;;;Transport, Extracellular;;;;;;rxn13291;G3PCt;iMM904:G3PCt
rxn13292;glycero-3-phospho-1-inositol transport (extracellular to cytosol);cpd00902[e] <=> cpd00902;cpd00902[e] <=> cpd00902;;;Transport, Extracellular;;;;;;rxn13292;G3PIt;iMM904:G3PIt
rxn13293;glycerol 3-phosphate acyltransferase (glycerol 3-phosphate), yeast-specific;cpd00080 + (0.27) cpd00134 + (0.05) cpd00327 + (0.06) cpd01260 + (0.1) cpd01695 + (0.02) cpd03128 + (0.17) cpd15238 + (0.24) cpd15274 + (0.09) cpd16890 <=> cpd00010 + (0.01) cpd00517;cpd00080 + (0.27) cpd00134 + (0.05) cpd00327 + (0.06) cpd01260 + (0.1) cpd01695 + (0.02) cpd03128 + (0.17) cpd15238 + (0.24) cpd15274 + (0.09) cpd16890 <=> cpd00010 + (0.01) cpd00517;;;Phospholipid Biosynthesis;;;;;;rxn13293;GAT1_SC;iMM904:GAT1_SC
rxn13294;glycerol 3-phosphate acyltransferase (glycerone phosphate), yeast-specific;cpd00095 + (0.27) cpd00134 + (0.05) cpd00327 + (0.06) cpd01260 + (0.1) cpd01695 + (0.02) cpd03128 + (0.17) cpd15238 + (0.24) cpd15274 + (0.09) cpd16890 <=> cpd00010 + (0.01) cpd15193;cpd00095 + (0.27) cpd00134 + (0.05) cpd00327 + (0.06) cpd01260 + (0.1) cpd01695 + (0.02) cpd03128 + (0.17) cpd15238 + (0.24) cpd15274 + (0.09) cpd16890 <=> cpd00010 + (0.01) cpd15193;;;Phospholipid Biosynthesis;;;;;;rxn13294;GAT2_SC;iMM904:GAT2_SC
rxn13295;1,4-alpha-glucan branching enzyme;cpd11735 <=> cpd00001 + cpd00155;cpd11735 <=> cpd00001 + cpd00155;;;Alternate Carbon Metabolism;;;;;;rxn13295;GBEZ;iMM904:GBEZ
rxn13296;GDP-mannose antiport;cpd00083 + cpd00126[g] <=> cpd00083[g] + cpd00126;cpd00083 + cpd00126[g] <=> cpd00083[g] + cpd00126;;;Transport, Golgi Apparatus;;;;;;rxn13296;GDPMANNtg;iMM904:GDPMANNtg
rxn13297;glucan 1,4-alpha-glucosidase;cpd00001 + cpd00155 <=> cpd00027;cpd00001 + cpd00155 <=> cpd00027;;;Alternate Carbon Metabolism;;;;;;rxn13297;GLCGSD|GLCGSDv;iMM904:GLCGSD|iMM904:GLCGSDv|iSO783:GLCGSD
rxn13298;Glycogen vacuolar 'transport' via autophagy;cpd00155 <=> cpd00155[v];cpd00155 <=> cpd00155[v];;;Transport, Vacuolar;;;;;;rxn13298;GLCNtv;iMM904:GLCNtv
rxn13299;glycogen phosphorylase;cpd00009 + cpd00155 <=> cpd00089;cpd00009 + cpd00155 <=> cpd00089;;;Alternate Carbon Metabolism;;;;;;rxn13299;GLCP|GLCP2;iAF1260:GLCP|iAF1260:GLCP2|iMM904:GLCP|iSO783:GLCP
rxn13300;glycogen synthase (UDPGlc);cpd00026 <=> cpd00014 + cpd00067 + cpd00155;cpd00026 <=> cpd00014 + cpd00155;;;Alternate Carbon Metabolism;;;;;;rxn13300;GLCS2;iMM904:GLCS2
rxn13301;L-glutamine transport in via proton antiport (vacuolar);cpd00053 + cpd00067[v] <=> cpd00053[v] + cpd00067;cpd00053[v] <=> cpd00053[v];;;Transport, Vacuolar;;;;;;rxn13301;GLNt6;iMM904:GLNt6
rxn13302;L-glutamine transport out via proton symport, vacuolar;cpd00053[v] + cpd00067[v] <=> cpd00053 + cpd00067;cpd00053[v][v] <=> cpd00053;;;Transport, Vacuolar;;;;;;rxn13302;GLNt7;iMM904:GLNt7
rxn13303;L-glutamate transport out via proton symport, vacuolar;cpd00023[v] + cpd00067[v] <=> cpd00023 + cpd00067;cpd00023[v][v] <=> cpd00023;;;Transport, Vacuolar;;;;;;rxn13303;GLUt7;iMM904:GLUt7
rxn13304;Glutamate transport (uniporter), mitochondrial;cpd00023 <=> cpd00023[m];cpd00023 <=> cpd00023[m];;;Transport, Mitochondrial;;;;;;rxn13304;GLUt7m;iMM904:GLUt7m
rxn13305;glyoxylate transport;cpd00040 <=> cpd00040[e];cpd00040 <=> cpd00040[e];;;Transport, Extracellular;;;;;;rxn13305;GLXt;iMM904:GLXt
rxn13306;Reduced glutathione via ABC system (vacuolar);cpd00001[v] + cpd00002[v] + cpd00042 <=> cpd00008[v] + cpd00009[v] + cpd00042[v] + cpd00067[v];cpd00001[v] + cpd00002[v] + cpd00042 <=> cpd00008[v] + cpd00009[v] + cpd00042[v][v];;;Transport, Vacuolar;;;;;;rxn13306;GTHRDabcv;iMM904:GTHRDabcv
rxn13307;GTP/GDP translocase, mitochondrial (electroneutral);cpd00031[m] + cpd00038 + cpd00067 <=> cpd00031 + cpd00038[m] + cpd00067[m];cpd00031[m] + cpd00038 <=> cpd00031 + cpd00038[m][m];;;Transport, Mitochondrial;;;;;;rxn13307;GTPt2m;iMM904:GTPt2m
rxn13308;hydrogen peroxide nuclear transport;cpd00025 <=> cpd00025[n];cpd00025 <=> cpd00025[n];;;Transport, Nuclear;;;;;;rxn13308;H2O2tn;iMM904:H2O2tn
rxn13310;bicarbonate nuclear transport via diffusion;cpd00242 <=> cpd00242[n];cpd00242 <=> cpd00242[n];;;Transport, Nuclear;;;;;;rxn13310;HCO3tn;iMM904:HCO3tn
rxn13311;Heme O monooxygenase, mitochondrial;cpd00004 + cpd00007 + cpd11313 <=> cpd00001 + cpd00003 + cpd11312;cpd00004 + cpd00007 + cpd11313 <=> cpd00001 + cpd00003 + cpd11312;;;Porphyrin and Chlorophyll Metabolism;;;;;;rxn13311;HEMEOMOm;iMM904:HEMEOMOm
rxn13312;fatty acid intracellular transport;cpd15241 <=> cpd15241[x];cpd15241 <=> cpd15241[x];;;Transport, Peroxisomal;;;;;;rxn13312;HEXCCOAtx;iMM904:HEXCCOAtx
rxn13313;all-trans-hexaprenyl diphosphate transport, mitochondrial;cpd00906 <=> cpd00906[m];cpd00906 <=> cpd00906[m];;;Transport, Mitochondrial;;;;;;rxn13313;HEXDPtm;iMM904:HEXDPtm
rxn13314;L-histidine transport in via proton antiport (vacuolar);cpd00067[v] + cpd00119 <=> cpd00067 + cpd00119[v];cpd00067[v] + cpd00119 <=> cpd00119[v];;;Transport, Vacuolar;;;;;;rxn13314;HISt6;iMM904:HISt6
rxn13315;Isoamyl acetate transport (extracellular);cpd09068 <=> cpd09068[e];cpd09068 <=> cpd09068[e];;;Transport, Extracellular;;;;;;rxn13315;IAMACt;iMM904:IAMACt
rxn13316;isoamyl alcohol transport (extracellular);cpd04533 <=> cpd04533[e];cpd04533 <=> cpd04533[e];;;Transport, Extracellular;;;;;;rxn13316;IAMOHt;iMM904:IAMOHt
rxn13317;isoamyl alcohol transport (mitochondrial);cpd04533 <=> cpd04533[m];cpd04533 <=> cpd04533[m];;;Transport, Mitochondrial;;;;;;rxn13317;IAMOHtm;iMM904:IAMOHtm
rxn13318;Isobutyl acetate transport (extracellular);cpd16884 <=> cpd16884[e];cpd16884 <=> cpd16884[e];;;Transport, Extracellular;;;;;;rxn13318;IBUTACt;iMM904:IBUTACt
rxn13319;isobutyl alcohol transport (extracellular);cpd10408 <=> cpd10408[e];cpd10408 <=> cpd10408[e];;;Transport, Extracellular;;;;;;rxn13319;IBUTOHt;iMM904:IBUTOHt
rxn13320;isobutyl alcohol transport (mitochondrial);cpd10408 <=> cpd10408[m];cpd10408 <=> cpd10408[m];;;Transport, Mitochondrial;;;;;;rxn13320;IBUTOHtm;iMM904:IBUTOHtm
rxn13321;L-isoleucine transport in via proton antiport (vacuolar);cpd00067[v] + cpd00322 <=> cpd00067 + cpd00322[v];cpd00067[v] + cpd00322 <=> cpd00322[v];;;Transport, Vacuolar;;;;;;rxn13321;ILEt6;iMM904:ILEt6
rxn13322;L-isoleucine transport out via proton symport, vacuolar;cpd00067[v] + cpd00322[v] <=> cpd00067 + cpd00322;cpd00067[v] + cpd00322[v] <=> cpd00322;;;Transport, Vacuolar;;;;;;rxn13322;ILEt7;iMM904:ILEt7
rxn13323;Isoleucine transport from mitochondria to cytosol;cpd00322[m] <=> cpd00322;cpd00322[m] <=> cpd00322;;;Transport, Mitochondrial;;;;;;rxn13323;ILEtmi;iMM904:ILEtmi
rxn13324;Tryptophol transport (extracellular;cpd00704 <=> cpd00704[e];cpd00704 <=> cpd00704[e];;;Transport, Extracellular;;;;;;rxn13324;IND3ETHt;iMM904:IND3ETHt
rxn13325;Tryptophol transport (mitochondrial);cpd00704 <=> cpd00704[m];cpd00704 <=> cpd00704[m];;;Transport, Mitochondrial;;;;;;rxn13325;IND3ETHtm;iMM904:IND3ETHtm
rxn13326;inositol phosphorylceramide, ceramide-1 (24C) phospholipase C;cpd00001 + (0.01) cpd15243 <=> cpd00067 + cpd00867 + cpd15220;cpd00001 + (0.01) cpd15243 <=> cpd00867 + cpd15220;;;Sphingolipid Metabolism;;;;;;rxn13326;IPC124PLC_SC;iMM904:IPC124PLC_SC
rxn13327;inositol phosphorylceramide, ceramide-1 (26C) phospholipase C;cpd00001 + (0.01) cpd15244 <=> cpd00067 + cpd00867 + cpd15221;cpd00001 + (0.01) cpd15244 <=> cpd00867 + cpd15221;;;Sphingolipid Metabolism;;;;;;rxn13327;IPC126PLC_SC;iMM904:IPC126PLC_SC
rxn13328;inositol phosphorylceramide, ceramide-2 (24C) phospholipase C;cpd00001 + (0.01) cpd15245 <=> cpd00067 + cpd00867 + cpd15224;cpd00001 + (0.01) cpd15245 <=> cpd00867 + cpd15224;;;Sphingolipid Metabolism;;;;;;rxn13328;IPC224PLC_SC;iMM904:IPC224PLC_SC
rxn13329;inositol phosphorylceramide, ceramide-2 (26C) phospholipase C;cpd00001 + (0.01) cpd15246 <=> cpd00067 + cpd00867 + cpd15225;cpd00001 + (0.01) cpd15246 <=> cpd00867 + cpd15225;;;Sphingolipid Metabolism;;;;;;rxn13329;IPC226PLC_SC;iMM904:IPC226PLC_SC
rxn13330;inositol phosphorylceramide, ceramide-3 (24C) phospholipase C;cpd00001 + (0.01) cpd15247 <=> cpd00067 + cpd00867 + cpd15226;cpd00001 + (0.01) cpd15247 <=> cpd00867 + cpd15226;;;Sphingolipid Metabolism;;;;;;rxn13330;IPC324PLC_SC;iMM904:IPC324PLC_SC
rxn13331;inositol phosphorylceramide, ceramide-3 (26C) phospholipase C;cpd00001 + (0.01) cpd15248 <=> cpd00067 + cpd00867 + cpd15227;cpd00001 + (0.01) cpd15248 <=> cpd00867 + cpd15227;;;Sphingolipid Metabolism;;;;;;rxn13331;IPC326PLC_SC;iMM904:IPC326PLC_SC
rxn13332;Isopentenyl diphosphate transport, mitochondrial;cpd00113 <=> cpd00113[m];cpd00113 <=> cpd00113[m];;;Transport, Mitochondrial;;;;;;rxn13332;IPDPtm;iMM904:IPDPtm
rxn13333;L-Lactate dehydrogenase, cytosolic/mitochondrial;(2) cpd00109[m] + cpd00159 <=> cpd00020 + (2) cpd00110[m];(2) cpd00109[m] + cpd00159 <=> cpd00020 + (2) cpd00110[m];;;Pyruvate Metabolism;;;;;;rxn13333;L-LACD2cm;iMM904:L-LACD2cm
rxn13334;L-lactate transport, mitochondrial;cpd00067 + cpd00159 <=> cpd00067[m] + cpd00159[m];cpd00159 <=> cpd00067[m] + cpd00159[m];;;Transport, Mitochondrial;;;;;;rxn13334;L-LACtm;iMM904:L-LACtm
rxn13335;Acyl-CoA:lanosterol acyltransferase, yeast-specific;(0.02) cpd00134 + (0.03) cpd00327 + (0.01) cpd01188 + (0.015) cpd01695 + (0.655) cpd15238 + (0.01) cpd15241 + (0.27) cpd15274 <=> cpd00010 + (0.01) cpd16885;(0.02) cpd00134 + (0.03) cpd00327 + (0.01) cpd01188 + (0.015) cpd01695 + (0.655) cpd15238 + (0.01) cpd15241 + (0.27) cpd15274 <=> cpd00010 + (0.01) cpd16885;;;Sterol Metabolism;;;;;;rxn13335;LANOSTAT_SC;iMM904:LANOSTAT_SC
rxn13336;lanosterol ester hydrolase, yeast-specific;cpd00001 + (0.01) cpd16885 <=> cpd00067 + (0.02) cpd00214 + (0.01) cpd01188 + (0.015) cpd03847 + (0.03) cpd11419 + (0.655) cpd15237 + (0.01) cpd15240 + (0.27) cpd15269;cpd00001 + (0.01) cpd16885 <=> (0.02) cpd00214 + (0.01) cpd01188 + (0.015) cpd03847 + (0.03) cpd11419 + (0.655) cpd15237 + (0.01) cpd15240 + (0.27) cpd15269;;;Sterol Metabolism;;;;;;rxn13336|rxn13337;LANOSTESTH_SC|LANOSTESTH_SCe;iMM904:LANOSTESTH_SC|iMM904:LANOSTESTH_SCe
rxn13338;L-cystine transport via proton symport (vacuolar);cpd00067[v] + cpd00381[v] <=> cpd00067 + cpd00381;cpd00067[v] + cpd00381[v] <=> cpd00381;;;Transport, Vacuolar;;;;;;rxn13338;LCYSTintv;iMM904:LCYSTintv
rxn13339;L-leucine transport in via proton antiport (vacuolar);cpd00067[v] + cpd00107 <=> cpd00067 + cpd00107[v];cpd00067[v] + cpd00107 <=> cpd00107[v];;;Transport, Vacuolar;;;;;;rxn13339;LEUt6;iMM904:LEUt6
rxn13340;L-leucine transport out via proton symport, vacuolar;cpd00067[v] + cpd00107[v] <=> cpd00067 + cpd00107;cpd00067[v] + cpd00107[v] <=> cpd00107;;;Transport, Vacuolar;;;;;;rxn13340;LEUt7;iMM904:LEUt7
rxn13341;cytochrome P450 lanosterol 14-alpha-demethylase (NAD);(3) cpd00004 + (3) cpd00007 + (2) cpd00067 + cpd01188 <=> (4) cpd00001 + (3) cpd00003 + cpd00047 + cpd15209;(3) cpd00004 + (3) cpd00007 + cpd01188 <=> (4) cpd00001 + (3) cpd00003 + cpd00047 + cpd15209;;;Sterol Metabolism;;;;;;rxn13341;LNS14DMx;iMM904:LNS14DMx
rxn13342;Lyso-phosphatidylcholine acyltransferase acyltransferase, yeast-specific;(0.27) cpd00134 + (0.05) cpd00327 + (0.06) cpd01260 + (0.1) cpd01695 + (0.02) cpd03128 + (0.17) cpd15238 + (0.24) cpd15274 + (0.01) cpd16871 + (0.09) cpd16890 <=> cpd00010 + (0.01) cpd15278;(0.27) cpd00134 + (0.05) cpd00327 + (0.06) cpd01260 + (0.1) cpd01695 + (0.02) cpd03128 + (0.17) cpd15238 + (0.24) cpd15274 + (0.01) cpd16871 + (0.09) cpd16890 <=> cpd00010 + (0.01) cpd15278;;;Phospholipid Biosynthesis;;;;;;rxn13342;LPCAT_SC;iMM904:LPCAT_SC
rxn13343;L-lysine transport in via proton antiport (vacuolar);cpd00039 + cpd00067[v] <=> cpd00039[v] + cpd00067;cpd00039[v] <=> cpd00039[v];;;Transport, Vacuolar;;;;;;rxn13343;LYSt6;iMM904:LYSt6
rxn13344;inositol-1,3,4,5-triphosphate 6-kinase, nucleus;cpd00002 + cpd00934 <=> cpd00008 + cpd00067 + cpd00943;cpd00002 + cpd00934 <=> cpd00008 + cpd00943;;;Phospholipid Biosynthesis;;;;;;rxn13344;MI1345PKn;iMM904:MI1345PKn
rxn13345;1D-myo-Inositol 1,4,5-trisphosphate nuclear transport via diffusion;cpd00916 <=> cpd00916[n];cpd00916 <=> cpd00916[n];;;Transport, Nuclear;;;;;;rxn13345;MI145Ptn;iMM904:MI145Ptn
rxn13346;inositol hexakisphosphate nuclear transport (diffusion);cpd00885 <=> cpd00885[n];cpd00885 <=> cpd00885[n];;;Transport, Nuclear;;;;;;rxn13346;MINOHPtn;iMM904:MINOHPtn
rxn13347;Mannose-(inositol-P)2-ceramide, ceramide-1 (24C) phospholipase C;cpd00001 + (0.01) cpd15253 <=> cpd00067 + cpd15220 + cpd16886;cpd00001 + (0.01) cpd15253 <=> cpd15220 + cpd16886;;;Sphingolipid Metabolism;;;;;;rxn13347;MIP2C124PLC_SC;iMM904:MIP2C124PLC_SC
rxn13348;Mannose-(inositol-P)2-ceramide, ceramide-1 (26C) phospholipase C;cpd00001 + (0.01) cpd15254 <=> cpd00067 + cpd15221 + cpd16886;cpd00001 + (0.01) cpd15254 <=> cpd15221 + cpd16886;;;Sphingolipid Metabolism;;;;;;rxn13348;MIP2C126PLC_SC;iMM904:MIP2C126PLC_SC
rxn13349;Mannose-(inositol-P)2-ceramide, ceramide-2 (24C) phospholipase C;cpd00001 + (0.01) cpd15255 <=> cpd00067 + cpd15224 + cpd16886;cpd00001 + (0.01) cpd15255 <=> cpd15224 + cpd16886;;;Sphingolipid Metabolism;;;;;;rxn13349;MIP2C224PLC_SC;iMM904:MIP2C224PLC_SC
rxn13350;Mannose-(inositol-P)2-ceramide, ceramide-2 (26C) phospholipase C;cpd00001 + (0.01) cpd15256 <=> cpd00067 + cpd15225 + cpd16886;cpd00001 + (0.01) cpd15256 <=> cpd15225 + cpd16886;;;Sphingolipid Metabolism;;;;;;rxn13350;MIP2C226PLC_SC;iMM904:MIP2C226PLC_SC
rxn13351;Mannose-(inositol-P)2-ceramide, ceramide-3 (24C) phospholipase C;cpd00001 + (0.01) cpd15257 <=> cpd00067 + cpd15226 + cpd16886;cpd00001 + (0.01) cpd15257 <=> cpd15226 + cpd16886;;;Sphingolipid Metabolism;;;;;;rxn13351;MIP2C324PLC_SC;iMM904:MIP2C324PLC_SC
rxn13352;Mannose-(inositol-P)2-ceramide, ceramide-3 (26C) phospholipase C;cpd00001 + (0.01) cpd15258 <=> cpd00067 + cpd15227 + cpd16886;cpd00001 + (0.01) cpd15258 <=> cpd15227 + cpd16886;;;Sphingolipid Metabolism;;;;;;rxn13352;MIP2C326PLC_SC;iMM904:MIP2C326PLC_SC
rxn13353;Mannose-inositol phosphorylceramide, ceramide-1 (24C) phospholipase C;cpd00001 + (0.01) cpd15259 <=> cpd00067 + cpd15220 + cpd16887;cpd00001 + (0.01) cpd15259 <=> cpd15220 + cpd16887;;;Sphingolipid Metabolism;;;;;;rxn13353;MIPC124PLC_SC;iMM904:MIPC124PLC_SC
rxn13354;Mannose-inositol phosphorylceramide, ceramide-1 (26C) phospholipase C;cpd00001 + (0.01) cpd15260 <=> cpd00067 + cpd15221 + cpd16887;cpd00001 + (0.01) cpd15260 <=> cpd15221 + cpd16887;;;Sphingolipid Metabolism;;;;;;rxn13354;MIPC126PLC_SC;iMM904:MIPC126PLC_SC
rxn13355;Mannose-inositol phosphorylceramide, ceramide-2 (24C) phospholipase C;cpd00001 + (0.01) cpd15261 <=> cpd00067 + cpd15224 + cpd16887;cpd00001 + (0.01) cpd15261 <=> cpd15224 + cpd16887;;;Sphingolipid Metabolism;;;;;;rxn13355;MIPC224PLC_SC;iMM904:MIPC224PLC_SC
rxn13356;Mannose-inositol phosphorylceramide, ceramide-2 (26C) phospholipase C;cpd00001 + (0.01) cpd15262 <=> cpd00067 + cpd15225 + cpd16887;cpd00001 + (0.01) cpd15262 <=> cpd15225 + cpd16887;;;Sphingolipid Metabolism;;;;;;rxn13356;MIPC226PLC_SC;iMM904:MIPC226PLC_SC
